name,material,city,height,completed
Nic on Fifth,concrete,Minneapolis,88.08999634,2014
Huntington Bank Building,steel,Cleveland,88.08999634,1924
Four Seasons Hotel St. Louis,concrete,St. Louis,88,2007
Sunset Media Tower,steel,Los Angeles,87.77999878,1971
Presbyterian Hospital,steel,New York City,87.75,1928
Conrad Indianapolis & Residences,concrete,Indianapolis,87.48000336,2006
22 Skyview,concrete,Miami,87.19999695,2013
505 8th Avenue,steel,New York City,87.19999695,1926
Hippodrome Building,steel,New York City,87.16999817,1952
Continental Life Building,steel,St. Louis,87.09999847,1930
Elliott Grand Hyatt Seattle,concrete,Seattle,87,2001
525 Hawthorne,concrete,Chicago,86.87000275,1970
1001 McKinney Bldg.,steel,Houston,86.87000275,1949
Flatiron Building,steel,New York City,86.87000275,1902
Hobart Building,steel,San Francisco,86.87000275,1914
Horizon House,concrete,Chicago,86.69999695,1965
SkyHouse River Oaks,concrete,Houston,86.59999847,2015
Edgecliff Point Condos,concrete,Cincinnati,86.5,1990
Market Square Center,steel,Indianapolis,86.26000214,1975
Omni Dallas Hotel,concrete,Dallas,86,2011
6 North Michigan,steel,Chicago,85.94999695,1899
80 8th Avenue,steel,New York City,85.94999695,1930
500 Broadway Building,concrete,St. Louis,85.83000183,1970
Lawyers Building,steel,Pittsburgh,85.65000153,1928
The Sovereign,mixed/composite,Houston,85.34999847,2014
The Tree House Residence Hall at Massachusetts College of Art and Design,steel,Boston,85.33999634,2012
Museum Park Tower I,concrete,Chicago,85.33999634,2002
Four Penn Center,steel,Philadelphia,85.04000092,1964
Frost Tower,concrete,Dallas,85.04000092,2015
The Summit at University City,concrete,Philadelphia,85,2015
Ward Memorial Building,steel,Chicago,85,1926
Barbizon/63,steel,New York City,84.76000214,1927
Lake Park Plaza,concrete,Chicago,84.75,1969
Master Printers Building,concrete,New York City,84.75,1927
Railway Exchange Building,steel,St. Louis,84.43000031,1914
River Place on the Park,concrete,Chicago,84.09999847,2006
Mercy Medical Center Inpatient Tower,steel,Baltimore,84,1963
One Gateway Center,steel,Pittsburgh,84,1952
Two Gateway Center,steel,Pittsburgh,84,1952
SkyHouse Houston,concrete,Houston,83.81999969,2015
Fisher Building,steel,Chicago,83.81999969,1906
136 E South Temple,concrete,Salt Lake City,83.51999664,1966
Hilton Milwaukee City Center,steel,Milwaukee,83.51999664,1927
Doubletree Guest Suites,concrete,Houston,83.19999695,1982
Park Place,steel,Seattle,83,1972
Macy's at State Street,steel,Chicago,83,1914
102 5th Avenue,steel,New York City,82.91000366,1912
Crown Plaza Cincinnati,steel,Cincinnati,82.91000366,1949
Franklin / Illinois Apartments,concrete,Chicago,82.90000153,2014
David Whitney Building,steel,Detroit,82.90000153,1916
Loews Minneapolis Hotel,mixed/composite,Minneapolis,82.44999695,2003
Hollywood Towers North,concrete,Chicago,82.30000305,1962
Hollywood Towers South,concrete,Chicago,82.30000305,1962
860 North Lake Shore Drive,steel,Chicago,82.30000305,1951
880 North Lake Shore Drive,steel,Chicago,82.30000305,1951
Michigan Boulevard Building,steel,Chicago,82.30000305,1914
The Powhatan,concrete,Chicago,82.22000122,1929
River Towers B,concrete,Minneapolis,82.09999847,1966
Henry Hudson Hotel,steel,New York City,82,1929
Lexington House,concrete,New York City,82,2010
Lefcourt Empire Building,steel,New York City,82,1930
Plaza 600,steel,Seattle,82,1969
The Plaza Residences,steel,New York City,82,1909
Texas Children's Hospital Pavilion for Women,concrete,Houston,81.98999786,2012
The St. James,concrete,Houston,81.69999695,1975
Avalon West Chelsea,concrete,New York City,81.69000244,2014
Via6 North Tower,concrete,Seattle,81.40000153,2013
Via6 South Tower,concrete,Seattle,81.40000153,2013
Hyatt Regency Miami,concrete,Miami,81.37999725,1982
Kheel Tower,steel,New York City,81.37999725,1926
New York Times Building,steel,New York City,81.37999725,1931
480 Main Street,concrete,New York City,81,2015
Midtown Plaza,steel,Charlotte,81,1924
Emerald Green,concrete,New York City,80.76999664,2009
The Regent,concrete,Salt Lake City,80.76999664,2011
1325 J Street,concrete,Sacramento,80.76999664,1999
300 Capitol Mall,steel,Sacramento,80.76999664,1984
100 11th Avenue,concrete,New York City,80.66999817,2010
Thrivent Financial Building,steel,Minneapolis,80.51999664,1981
701 Building,concrete,Minneapolis,80.51000214,1984
Lawrence Hall,steel,Pittsburgh,80.5,1929
Rehabilitation Institute of Chicago,steel,Chicago,80.5,1973
111 Eighth Avenue,steel,New York City,80.5,1932
SkyHouse Austin,concrete,Austin,80.47000122,2014
Victoria Building,steel,New York City,80.45999908,1912
Grand East,concrete,New York City,80.16000366,2014
Seven,concrete,Austin,80.16000366,2015
Pearson on the Park,concrete,Chicago,80,1965
SkyHouse South,concrete,Atlanta,80,2014
Century Building,steel,Chicago,80,1915
Postum Building,steel,New York City,79.86000061,1924
386 Park Avenue South,steel,New York City,79.86000061,1927
Hotel Indigo on Orchard Street,steel,New York City,79.84999847,2015
Soo Line Building,steel,Minneapolis,79.58000183,1915
Hermitage on Huron,concrete,Chicago,79.55000305,1985
625 Stanwix Tower,concrete,Pittsburgh,79.55000305,1967
KMOV Gateway Tower,concrete,St. Louis,79.55000305,1967
315 West 36th Street,steel,New York City,79.55000305,1927
The Standard,mixed/composite,New York City,79.5,2009
Lincoln Tower,concrete,Columbus,79.25,1967
Morrill Tower,concrete,Columbus,79.25,1967
The BreakWater,concrete,Milwaukee,79.25,2009
Allegheny Building,steel,Pittsburgh,79.25,1906
Sunset and Gordon,concrete,Los Angeles,79.19999695,2015
MEi Miami Beach Ocean Front,concrete,Miami Beach,79,2008
Santa Fe Building,steel,Chicago,78.94000244,1904
Museum Park Place 1,concrete,Chicago,78.90000153,2007
899 South Plymouth Court,concrete,Chicago,78.87000275,1980
55 West Wacker,concrete,Chicago,78.02999878,1968
1410 North State Parkway,concrete,Chicago,78,1981
The Carillon Hotel & Spa South Tower,concrete,Miami Beach,78,2008
Arrott Building,steel,Pittsburgh,78,1902
Freedom Tower,steel,Miami,78,1925
The Martin,mixed/composite,Seattle,77.72000122,2013
Federal Office Building,steel,New York City,77.72000122,1935
The James New York,concrete,New York City,77.72000122,2010
Hilton Garden Inn,concrete,Chicago,77.41999817,2015
Commonwealth Promenade I,mixed/composite,Chicago,77.12000275,1956
Commonwealth Promenade II,mixed/composite,Chicago,77.12000275,1956
6565 MD Anderson Boulevard,concrete,Houston,77.11000061,2014
Key Bank Building,concrete,Columbus,77,1963
Rush University Medical Center Hospital Tower,mixed/composite,Chicago,76.95999908,2012
Benedum-Trees Building,steel,Pittsburgh,76.80000305,1906
Narragansett Apartments,concrete,Chicago,76.62999725,1929
The Caledonia,concrete,New York City,76.19999695,2008
Law and Finance Building,steel,Pittsburgh,76.19999695,1928
Wisconsin Gas Building,steel,Milwaukee,76.19999695,1930
5 Greenspoint Place,steel,Houston,76,1983
Sheraton Columbus Hotel at Capitol Square,concrete,Columbus,75.80000305,1984
Washington Athletic Club,steel,Seattle,75.59999847,1930
Landmark on the Lake,concrete,Milwaukee,75.58999634,1991
The Vermont East Tower,concrete,Los Angeles,75.30000305,2014
5000 Montrose Boulevard,concrete,Houston,75,1981
Ferry Building,steel,San Francisco,74.68000031,1898
Simon & Schuster Building,steel,New York City,74.66999817,1939
100 Pier 4,steel,Boston,74.40000153,2014
80 Central Park West,steel,New York City,74.37000275,1967
Hartford Plaza North,concrete,Chicago,74.37000275,1961
The Lofts at 1835 Arch Street,concrete,Philadelphia,74.30000305,1925
SoNo East Tower,concrete,Chicago,74,2012
Rio Ipanema Tower,concrete,Las Vegas,73.87999725,1990
100 5th Avenue,steel,New York City,73.76000214,1907
Gramercy Green,concrete,New York City,73.15000153,2007
Hilton Garden Inn New York/Chelsea,concrete,New York City,72.84999847,2008
The Bank Center,steel,Pittsburgh,72.5,1903
Union Trust Building,steel,Pittsburgh,72.23999786,1916
Wacker Tower,steel,Chicago,72.08999634,1928
Museum Park Tower II,concrete,Chicago,72.02999878,2009
Residences at New City,concrete,Chicago,71.59999847,2015
270 West 39th Street,steel,New York City,71.31999969,1926
San Francisco Federal Building,concrete,San Francisco,71.31999969,2007
The Anthem,concrete,New York City,70.70999908,2003
1312-1314 Chestnut Street,steel,Philadelphia,70.70999908,1924
The John and Frances Angelos Law Center,concrete,Baltimore,70.5,2013
160 East 22nd Street,concrete,New York City,70.40000153,2014
Tribeca Green,concrete,New York City,70.09999847,2005
120 Riverside Boulevard at Trump Place,concrete,New York City,70.09999847,2004
Michigan Central Station,steel,Detroit,70.09999847,1913
Cambria Suites Hotel,concrete,New York City,69.5,2009
QLIC,concrete,New York City,69.5,2015
Underwood Building,steel,New York City,69.5,1912
10 Rockefeller Plaza,steel,New York City,69.5,1940
Bank of America Building,steel,New York City,69.48999786,1938
Monroe Building,steel,Chicago,69,1912
315 on A,concrete,Boston,68.58000183,2014
Cudahy Tower,steel,Milwaukee,68.40000153,1928
University Club,steel,Chicago,67.65000153,1909
Capitol Records Building,steel,Los Angeles,67,1956
Dwight Building,concrete,Chicago,66.80000305,2008
Two River Place,concrete,Chicago,66.5,2004
Sheraton Denver Downtown Hotel,concrete,Denver,66.44999695,1960
170 Amsterdam Avenue,concrete,New York City,66.16999817,2014
Park Lafayette North Tower,concrete,Milwaukee,65.83999634,2009
Park Lafayette South Tower,concrete,Milwaukee,65.83999634,2009
Pointe 400,concrete,St. Louis,65.83999634,1967
Three Eldridge Place,concrete,Houston,64.91999817,2009
Hyatt Place,concrete,Chicago,64.40000153,2015
375 Hudson Street,steel,New York City,64,1989
52 East 4th Street,concrete,New York City,64,2009
Coit Tower,concrete,San Francisco,64,1933
185 Castleton Park Tower,concrete,New York City,63.29999924,1976
Sullivan Center,steel,Chicago,63.11999893,1903
Hyatt Regency St. Louis Riverfront,steel,St. Louis,62.18000031,1907
The Crimson,concrete,Miami,61.59999847,2015
Reliance Building,steel,Chicago,61.47000122,1895
Two Eldridge Place,concrete,Houston,61.25999832,1986
Hilliard Homes 1,concrete,Chicago,61,1966
Hilliard Homes 2,concrete,Chicago,61,1966
Macy's Store,steel,New York City,60.95999908,1902
Vue20 Condominium,concrete,Chicago,60.90000153,2003
Hooters Hotel Casino,concrete,Las Vegas,60.40000153,1973
Ronald McDonald House,concrete,Chicago,60.36999893,2012
BB&T Building,steel,Miami,60,1985
R+D 659,concrete,Chicago,58.34999847,2009
The Ken Garff Building,steel,Salt Lake City,58.22000122,1967
Clark and Grand Hotels,concrete,Chicago,57.75999832,2013
The Coyote,steel,Chicago,56.68999863,1928
165 Castleton Park Tower,concrete,New York City,56.40000153,1976
Luhrs Tower,concrete,Phoenix,56.40000153,1929
The Godfrey,mixed/composite,Chicago,55.56000137,2014
Blue Residential Tower,concrete,New York City,55.16999817,2007
"Hilton Milwaukee City Center, West Building",concrete,Milwaukee,55.16999817,2000
The Rookery,steel,Chicago,55.02000046,1888
Enquirer Building,steel,Cincinnati,54.29999924,1928
"Grange Mutual Insurance Headquarters, North Building",steel,Columbus,53.95000076,1978
HL23,steel,New York City,53.66999817,2011
The Element,concrete,Dallas,53.63999939,2008
Spertus Institute of Jewish Studies,steel,Chicago,53.34999847,2007
River Towers A,concrete,Minneapolis,53.29999924,1966
City Hyde Park,concrete,Chicago,52.38999939,2016
172 Montague Street,concrete,New York City,52.36000061,2015
Reva and David Logan Center for Arts,mixed/composite,Chicago,51.09999847,2012
Boston Building,steel,Salt Lake City,50,1910
Bayard-Condict Building,steel,New York City,49.38000107,1899
Social and Behavioral Science Tower,concrete,Salt Lake City,49.06999969,1971
FlatironCity,steel,Atlanta,48.20000076,1897
"GEMS World Academy - Chicago, Lower School",concrete,Chicago,47.40000153,2014
Meridian Plaza I,concrete,Sacramento,46,2003
Wainwright Building,steel,St. Louis,44.81000137,1892
Hilliard Senior Homes I,concrete,Chicago,44.5,1966
Hilliard Senior Homes II,concrete,Chicago,44.5,1966
"Grange Mutual Insurance Headquarters, South Building",steel,Columbus,43.88999939,2010
